age,workclass,fnlwgt,education,occupation,relationship,race,sex,target,predicted_salary
"41"," Private","109539"," HS-grad"," Sales"," Not-in-family"," White"," Female","0","0"
"20"," Local-gov","38455"," Some-college"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"56"," Private","294209"," HS-grad"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"33"," Private","130215"," Some-college"," Handlers-cleaners"," Husband"," Black"," Male","0","0"
"29"," Private","285294"," Assoc-acdm"," Adm-clerical"," Unmarried"," Black"," Female","0","0"
"29"," Private","168221"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"55"," Private","288907"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","1","1"
"26"," Private","391349"," Bachelors"," Sales"," Not-in-family"," White"," Female","0","0"
"32"," Private","170276"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Female","1","1"
"33"," Private","117963"," HS-grad"," Machine-op-inspct"," Other-relative"," White"," Male","0","0"
"54"," Local-gov","68015"," Masters"," Prof-specialty"," Husband"," White"," Male","1","1"
"20"," ?","285208"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"33"," Private","181091"," 12th"," Craft-repair"," Husband"," White"," Male","0","0"
"44"," Self-emp-not-inc","53956"," Some-college"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"47"," Federal-gov","198223"," HS-grad"," Adm-clerical"," Husband"," White"," Male","1","1"
"90"," Self-emp-not-inc","83601"," Prof-school"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"26"," Self-emp-not-inc","201579"," 5th-6th"," Prof-specialty"," Unmarried"," White"," Male","0","0"
"44"," Private","137367"," HS-grad"," Other-service"," Husband"," Asian-Pac-Islander"," Male","0","0"
"33"," Private","227325"," Assoc-acdm"," Other-service"," Not-in-family"," White"," Male","0","0"
"28"," Private","129814"," Some-college"," Craft-repair"," Unmarried"," White"," Male","0","0"
"26"," Private","193050"," Some-college"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"33"," Private","204557"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"39"," Private","165743"," 9th"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"34"," Self-emp-not-inc","48935"," Some-college"," Farming-fishing"," Wife"," White"," Female","0","0"
"70"," Private","177906"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"18"," Private","93985"," Some-college"," Other-service"," Own-child"," White"," Male","0","0"
"20"," Private","148351"," 7th-8th"," Handlers-cleaners"," Other-relative"," White"," Male","0","0"
"65"," Local-gov","172646"," 9th"," Exec-managerial"," Husband"," White"," Male","0","0"
"52"," Private","145409"," 10th"," Machine-op-inspct"," Husband"," White"," Male","0","1"
"48"," Private","548568"," Masters"," Sales"," Husband"," White"," Male","1","1"
"47"," Private","117849"," HS-grad"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"21"," Private","320425"," Some-college"," Prof-specialty"," Own-child"," White"," Male","0","0"
"25"," Private","158734"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"59"," Private","168416"," HS-grad"," Priv-house-serv"," Not-in-family"," White"," Female","0","0"
"63"," Self-emp-not-inc","33487"," 7th-8th"," Farming-fishing"," Husband"," White"," Male","1","0"
"34"," Private","205072"," HS-grad"," Sales"," Not-in-family"," White"," Male","0","0"
"44"," Private","210525"," Bachelors"," Craft-repair"," Husband"," White"," Male","0","1"
"45"," Self-emp-not-inc","32948"," Bachelors"," Farming-fishing"," Husband"," White"," Male","0","1"
"48"," Self-emp-inc","196689"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"61"," Private","87032"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"44"," Self-emp-inc","325159"," Assoc-voc"," Farming-fishing"," Husband"," White"," Male","0","0"
"42"," Self-emp-not-inc","52131"," Some-college"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"40"," Private","266439"," Assoc-voc"," Other-service"," Husband"," White"," Male","0","0"
"22"," Private","61850"," Masters"," Sales"," Other-relative"," White"," Female","0","0"
"19"," Private","163015"," Some-college"," Machine-op-inspct"," Own-child"," White"," Female","0","0"
"25"," Private","225135"," HS-grad"," Machine-op-inspct"," Unmarried"," White"," Female","0","0"
"28"," Self-emp-inc","109001"," Bachelors"," Exec-managerial"," Own-child"," White"," Male","0","0"
"33"," Private","45796"," HS-grad"," Sales"," Husband"," White"," Male","1","0"
"29"," Private","214987"," Some-college"," Handlers-cleaners"," Not-in-family"," White"," Male","0","0"
"19"," Private","311974"," HS-grad"," Machine-op-inspct"," Own-child"," White"," Male","0","0"
"48"," Private","77404"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"43"," Private","153132"," Some-college"," Craft-repair"," Husband"," White"," Male","1","1"
"42"," Self-emp-not-inc","64631"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"63"," Private","151364"," HS-grad"," Prof-specialty"," Wife"," White"," Female","0","0"
"25"," Private","87487"," Bachelors"," Prof-specialty"," Own-child"," White"," Female","0","0"
"41"," Self-emp-not-inc","200479"," Assoc-voc"," Craft-repair"," Husband"," White"," Male","0","1"
"66"," Private","30740"," HS-grad"," Tech-support"," Not-in-family"," White"," Female","0","0"
"59"," Private","153484"," Some-college"," Craft-repair"," Husband"," White"," Male","1","1"
"29"," Local-gov","214385"," Masters"," Prof-specialty"," Not-in-family"," Black"," Female","0","0"
"29"," ?","565769"," Preschool"," ?"," Not-in-family"," Black"," Male","0","0"
"44"," Self-emp-not-inc","92162"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"29"," Private","210945"," 11th"," Other-service"," Unmarried"," Black"," Female","0","0"
"41"," Private","63105"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","1","0"
"44"," Private","185602"," Assoc-voc"," Exec-managerial"," Unmarried"," White"," Female","0","0"
"37"," Self-emp-inc","329980"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"70"," Local-gov","111712"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","0"
"25"," Local-gov","48317"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"42"," Private","84661"," Some-college"," Craft-repair"," Own-child"," White"," Male","0","0"
"47"," Private","121622"," Bachelors"," Prof-specialty"," Wife"," White"," Female","1","1"
"21"," Private","37514"," Some-college"," Adm-clerical"," Own-child"," White"," Male","0","0"
"72"," Private","174993"," Some-college"," Other-service"," Not-in-family"," White"," Female","0","0"
"56"," Private","159472"," 7th-8th"," Transport-moving"," Husband"," White"," Male","0","0"
"52"," Local-gov","195635"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"37"," Private","108282"," Bachelors"," Exec-managerial"," Husband"," White"," Male","0","1"
"63"," Private","55946"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"41"," Private","123306"," Some-college"," Farming-fishing"," Husband"," White"," Male","0","0"
"27"," Private","284250"," Some-college"," Adm-clerical"," Own-child"," Black"," Female","0","0"
"60"," Private","113443"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"23"," Private","309178"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"44"," Private","69236"," Some-college"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Male","0","0"
"34"," Local-gov","182926"," HS-grad"," Protective-serv"," Husband"," White"," Male","0","1"
"38"," Private","126675"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"39"," Private","187693"," Assoc-voc"," Exec-managerial"," Husband"," White"," Male","1","1"
"56"," Private","41100"," Masters"," Exec-managerial"," Not-in-family"," White"," Female","1","1"
"53"," State-gov","261839"," Some-college"," Handlers-cleaners"," Husband"," White"," Male","0","1"
"55"," Private","97197"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"29"," Private","260645"," Some-college"," Sales"," Own-child"," White"," Female","0","0"
"56"," Private","116878"," 5th-6th"," Machine-op-inspct"," Husband"," White"," Male","1","0"
"49"," ?","227690"," HS-grad"," ?"," Not-in-family"," White"," Female","0","0"
"29"," Private","199411"," Assoc-voc"," Prof-specialty"," Husband"," White"," Male","1","1"
"25"," Private","194813"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"47"," Private","177087"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Female","1","1"
"44"," Self-emp-not-inc","242434"," Bachelors"," Sales"," Not-in-family"," White"," Female","1","1"
"27"," Private","399123"," HS-grad"," Handlers-cleaners"," Other-relative"," Black"," Male","0","0"
"47"," Private","216999"," Bachelors"," Exec-managerial"," Husband"," White"," Male","0","1"
"47"," Private","47270"," 12th"," Adm-clerical"," Unmarried"," Black"," Female","0","0"
"42"," Federal-gov","122215"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"26"," Private","37898"," Assoc-voc"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"38"," Private","61343"," 9th"," Craft-repair"," Husband"," White"," Male","0","0"
"40"," Private","32533"," 7th-8th"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"30"," Private","296897"," HS-grad"," Adm-clerical"," Unmarried"," Black"," Female","0","0"
"29"," Private","201101"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"41"," Private","155293"," Assoc-voc"," Craft-repair"," Husband"," White"," Male","0","1"
"40"," Private","101593"," HS-grad"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"46"," State-gov","104908"," HS-grad"," Other-service"," Unmarried"," Black"," Female","0","0"
"54"," Self-emp-not-inc","139023"," Some-college"," Sales"," Husband"," White"," Male","0","0"
"44"," Private","429832"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"32"," Private","352542"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"64"," Private","29559"," HS-grad"," Handlers-cleaners"," Not-in-family"," White"," Female","0","0"
"61"," Local-gov","205711"," HS-grad"," Prof-specialty"," Husband"," White"," Male","1","0"
"49"," Private","160706"," 11th"," Machine-op-inspct"," Not-in-family"," White"," Male","0","0"
"59"," Federal-gov","101626"," HS-grad"," Adm-clerical"," Husband"," White"," Male","1","1"
"29"," Private","245226"," HS-grad"," Handlers-cleaners"," Unmarried"," Black"," Male","0","0"
"39"," Private","118286"," Some-college"," Sales"," Husband"," Black"," Male","0","1"
"22"," Private","187703"," Assoc-voc"," Other-service"," Other-relative"," White"," Male","0","0"
"49"," Private","289707"," HS-grad"," Exec-managerial"," Unmarried"," White"," Male","0","0"
"32"," Private","68330"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"33"," Private","118786"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","0"
"45"," Private","203785"," 9th"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"23"," Private","32732"," Some-college"," Sales"," Husband"," White"," Male","0","0"
"54"," Local-gov","204567"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"39"," Self-emp-not-inc","131808"," Some-college"," Sales"," Husband"," White"," Male","1","1"
"22"," Private","33272"," HS-grad"," Other-service"," Not-in-family"," White"," Male","0","0"
"55"," Private","117477"," 11th"," Other-service"," Unmarried"," Black"," Female","0","0"
"36"," Self-emp-not-inc","240191"," HS-grad"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male","0","1"
"38"," Private","93287"," 11th"," Farming-fishing"," Husband"," White"," Male","0","0"
"34"," Private","127651"," HS-grad"," Exec-managerial"," Husband"," White"," Male","1","0"
"57"," Private","222477"," Some-college"," Prof-specialty"," Wife"," White"," Female","1","1"
"23"," Private","345734"," Some-college"," Other-service"," Own-child"," White"," Male","0","0"
"30"," Private","111567"," Some-college"," Craft-repair"," Husband"," White"," Male","1","0"
"38"," Private","108293"," Some-college"," Exec-managerial"," Wife"," White"," Female","1","1"
"34"," Private","424988"," 9th"," Craft-repair"," Husband"," White"," Male","0","0"
"38"," Local-gov","94529"," HS-grad"," Handlers-cleaners"," Wife"," White"," Female","1","1"
"42"," Private","163322"," Some-college"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"52"," Local-gov","181132"," HS-grad"," Adm-clerical"," Husband"," White"," Male","1","1"
"32"," Private","140092"," Bachelors"," Exec-managerial"," Husband"," White"," Male","0","1"
"29"," Private","131913"," Some-college"," Adm-clerical"," Other-relative"," Black"," Female","0","0"
"74"," Private","175945"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"48"," Private","247053"," Some-college"," Exec-managerial"," Husband"," White"," Male","0","1"
"17"," Self-emp-not-inc","226203"," 12th"," Sales"," Own-child"," White"," Male","0","0"
"23"," Private","205865"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"22"," Local-gov","200109"," Bachelors"," Prof-specialty"," Own-child"," White"," Female","0","0"
"53"," Private","175029"," HS-grad"," Exec-managerial"," Husband"," White"," Male","1","1"
"20"," Private","55465"," HS-grad"," Sales"," Own-child"," White"," Male","0","0"
"39"," Self-emp-not-inc","36989"," Assoc-voc"," Transport-moving"," Husband"," White"," Male","1","1"
"23"," Private","255685"," Some-college"," Handlers-cleaners"," Not-in-family"," Black"," Male","0","0"
"30"," Private","180765"," 11th"," Other-service"," Unmarried"," White"," Female","0","0"
"34"," Self-emp-not-inc","180607"," HS-grad"," Other-service"," Unmarried"," White"," Female","0","0"
"39"," Private","48063"," 12th"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"37"," State-gov","159491"," Some-college"," Exec-managerial"," Wife"," White"," Female","1","1"
"28"," Private","167789"," HS-grad"," Sales"," Not-in-family"," White"," Female","0","0"
"23"," Private","124971"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"19"," State-gov","61710"," Some-college"," Other-service"," Own-child"," White"," Female","0","0"
"32"," Private","127895"," HS-grad"," Machine-op-inspct"," Own-child"," Black"," Female","0","0"
"23"," Private","390348"," Some-college"," Other-service"," Own-child"," White"," Male","0","0"
"25"," Private","205337"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"52"," Private","260954"," 10th"," Machine-op-inspct"," Unmarried"," Black"," Female","0","0"
"30"," ?","331237"," HS-grad"," ?"," Own-child"," Black"," Female","0","0"
"22"," Private","177526"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"27"," Private","113882"," 10th"," Craft-repair"," Husband"," White"," Male","0","0"
"32"," Private","29144"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","0"
"39"," Local-gov","124685"," Assoc-acdm"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male","0","1"
"18"," Private","88440"," HS-grad"," Sales"," Wife"," White"," Female","0","0"
